iter	Logloss
426	0.3394361049
427	0.3393217076
428	0.3390706264
429	0.3388749302
430	0.338752267
431	0.338640346
432	0.3383510742
433	0.3381686663
434	0.3379271066
435	0.3376957659
436	0.3374064593
437	0.3373097098
438	0.3370767299
439	0.3368101283
440	0.3366168039
441	0.3364636579
442	0.3362573591
443	0.3360529088
444	0.3358034319
445	0.3355878906
446	0.3354331752
447	0.3352326311
448	0.3350415039
449	0.3349697266
450	0.3347788783
451	0.3345028599
452	0.3343293806
453	0.3341757115
454	0.3339414063
455	0.3337028809
456	0.3335178223
457	0.3332519531
458	0.3331037249
459	0.3329383022
460	0.3328259626
461	0.3326751535
462	0.332489781
463	0.3323778599
464	0.3321702009
465	0.3319043318
466	0.3317159598
467	0.3314757603
468	0.3311960449
469	0.3310413644
470	0.3308680943
471	0.3306840472
472	0.330474993
473	0.3303504116
474	0.330236084
475	0.330053118
476	0.3299305246
477	0.329769043
478	0.3295665806
479	0.3293878348
480	0.3292380371
481	0.3291194894
482	0.3288694894
483	0.328722447
484	0.3285765206
485	0.3283743722
486	0.3282955148
487	0.3281128627
488	0.3279365932
489	0.3277723214
490	0.3275769392
491	0.3273867188
492	0.3271039342
493	0.3268756278
494	0.3266136649
495	0.326505964
496	0.3263618164
497	0.32613494
498	0.325985805
499	0.3257593122
500	0.3255239258
501	0.3253604213
502	0.3252111816
503	0.3249889439
504	0.3247984096
505	0.3245692662
506	0.3243631417
507	0.3242440011
508	0.3240096261
509	0.323826416
510	0.3236659459
511	0.3234855608
512	0.3233653739
513	0.3232211217
514	0.3229568569
515	0.3227904576
516	0.3226414621
517	0.3224750977
518	0.322352853
519	0.322158238
520	0.3219690988
521	0.3218223354
522	0.3216607143
523	0.3214333147
524	0.3213146275
525	0.3211808733
526	0.320954555
527	0.3208306362
528	0.32064774
529	0.320411656
530	0.3201914062
531	0.3200056501
532	0.3197676828
533	0.3196198382
534	0.3193697335
535	0.3191662946
536	0.3189671456
537	0.3187749721
538	0.3186218262
539	0.3184009835
540	0.3182130999
541	0.3180800084
542	0.3178582589
543	0.3176547154
544	0.3175056152
545	0.3173565499
546	0.3171695731
547	0.3169527065
548	0.3167153669
549	0.3165500837
550	0.316423584
551	0.3161416713
552	0.3159235142
553	0.3157194475
554	0.3155142299
555	0.3152474191
556	0.3150527344
557	0.3148367397
558	0.31469601
559	0.3145376674
560	0.3144060407
561	0.314223284
562	0.3140089634
563	0.3138168597
564	0.3136623186
565	0.3134840262
566	0.3133361816
567	0.3131322196
568	0.3129572056
569	0.3128209403
570	0.3126967076
571	0.3125651507
572	0.3123983329
573	0.3122092285
574	0.312054269
575	0.3119061802
576	0.3117601493
577	0.3116302316
578	0.3114597517
579	0.3113223703
580	0.3111492746
581	0.3109633092
582	0.3108209054
583	0.3106270229
584	0.3104876883
585	0.3103469936
586	0.3101545061
587	0.3100364816
588	0.3099136789
589	0.3097760882
590	0.3095846122
591	0.3094907924
592	0.3093171038
593	0.3091281041
594	0.3089596122
595	0.3087488839
596	0.3086018415
597	0.3083959263
598	0.3081651437
599	0.3080591518
600	0.3079148298
601	0.3077536272
602	0.3076386021
603	0.3074266183
604	0.3073354492
605	0.3071977539
606	0.3070856236
607	0.3068861607
608	0.3066939174
609	0.3065791016
610	0.3064185965
611	0.3062605329
612	0.3060643485
613	0.3059111328
614	0.3057139369
615	0.3055902972
616	0.3054401158
617	0.3052759487
618	0.3051231166
619	0.3049994071
620	0.3048685128
621	0.3047403739
622	0.3045893903
623	0.3044262695
624	0.3042499651
625	0.3041052595
626	0.3039140625
627	0.3037001953
628	0.3035641044
629	0.3034263742
630	0.3032710658
631	0.303143764
632	0.3029548689
633	0.3028071987
634	0.3026783622
635	0.3025233677
636	0.3023811384
637	0.3022769601
638	0.3021413923
639	0.3020136719
640	0.3018664202
641	0.3016981027
642	0.3015566406
643	0.3014010882
644	0.3012842494
645	0.3010832171
646	0.3009278739
647	0.3007918178
648	0.3006521345
649	0.3005152065
650	0.3003628627
651	0.3002471052
652	0.300100865
653	0.2999162249
654	0.2997378278
655	0.2995852051
656	0.2994368722
657	0.2992934919
658	0.2991834542
659	0.2990149972
660	0.2988709891
661	0.2986377651
662	0.2985123465
663	0.2983875558
664	0.2982774135
665	0.2980781948
666	0.2979857701
667	0.2977544643
668	0.2976053292
669	0.2974418248
670	0.2973416574
671	0.297215332
672	0.2970867746
673	0.2969632045
674	0.2968607003
675	0.2967554408
676	0.2965987723
677	0.2964079939
678	0.2962208775
679	0.2961138393
680	0.2959139927
681	0.2957143206
682	0.2955016044
683	0.295371024
684	0.2951637835
685	0.2950745675
686	0.294918736
687	0.2947628348
688	0.2945928781
689	0.2944047852
690	0.2942791225
691	0.2941607492
692	0.2940044643
693	0.2938549456
694	0.2937298061
695	0.2934973493
696	0.2933645368
697	0.2932037877
698	0.2930704869
699	0.2929656808
700	0.2928368094
701	0.2926662946
702	0.2924873919
703	0.2922589286
704	0.2921347482
705	0.2919588274
706	0.2918237653
707	0.2916214076
708	0.2915106201
709	0.2913182896
710	0.2911278599
711	0.2909866769
712	0.2908813825
713	0.2907726702
714	0.2906025565
715	0.2904488874
716	0.2902621198
717	0.2900937849
718	0.2899853167
719	0.2898955078
720	0.2897980434
721	0.2896705148
722	0.2895748291
723	0.2894165562
724	0.2892296666
725	0.2890394636
726	0.2888667515
727	0.2886444092
728	0.2884603795
729	0.288356829
730	0.2882058803
731	0.2880978655
732	0.2879483119
733	0.2877957938
734	0.2876942139
735	0.2875766776
736	0.2874967913
737	0.287303397
738	0.2871341378
739	0.287021746
740	0.2869026925
741	0.2867799595
742	0.2866741943
743	0.2865272566
744	0.2863135463
745	0.2861377999
746	0.2859269496
747	0.2858071463
748	0.285552839
749	0.2852976074
750	0.2851516288
751	0.2850145089
752	0.2848714425
753	0.2847106934
754	0.2844987793
755	0.284401001
756	0.2841883022
757	0.2840886579
758	0.2838876953
759	0.283740339
760	0.2835911865
761	0.2834191895
762	0.283284232
763	0.2831586217
764	0.2830368304
765	0.282893886
766	0.2827062814
767	0.282534389
768	0.2823302351
769	0.2821947893
770	0.2820409982
771	0.281937221
772	0.2818169294
773	0.2816602434
774	0.2815013253
775	0.28130113
776	0.2811916678
777	0.2810909947
778	0.2808979667
779	0.2807826974
780	0.2806763218
781	0.280497733
782	0.2803435407
783	0.2801574533
784	0.2800608259
785	0.2798798479
786	0.2797056536
787	0.2795717425
788	0.2793329381
789	0.2792471052
790	0.279104841
791	0.2789646519
792	0.2787742048
793	0.2786914411
794	0.2785433175
795	0.2784068778
796	0.2782362758
797	0.2780921631
798	0.2779831543
799	0.2778270438
800	0.2776873605
801	0.2774987444
802	0.2773588867
803	0.2772550921
804	0.2771060965
805	0.2769239328
806	0.2768255092
807	0.2767470354
808	0.2766140485
809	0.2765284249
810	0.2763917411
811	0.2762272252
812	0.2761215123
813	0.2760103585
814	0.2759256069
815	0.2758008859
816	0.2756659459
817	0.2755554897
818	0.2754024309
819	0.2752895682
820	0.2751637312
821	0.275085641
822	0.2749396275
823	0.2747860631
824	0.2746778564
825	0.2745498396
826	0.2744336984
827	0.2742762974
828	0.274145316
829	0.2739946463
830	0.2738586775
831	0.2736694336
832	0.2735168457
833	0.273435512
834	0.2732664621
835	0.273175572
836	0.273075858
837	0.2729035993
838	0.2727556501
839	0.2726695208
840	0.2725584194
841	0.2723715472
842	0.2722247489
843	0.2721479143
844	0.2719786551
845	0.2717055664
846	0.2715636509
847	0.2713843297
848	0.2712563651
849	0.2711081892
850	0.2710101144
851	0.2708450405
852	0.2706835589
853	0.2704783064
854	0.2703485282
855	0.2702318813
856	0.2700619768
857	0.2698965018
858	0.2698009905
859	0.269689488
860	0.2695921282
861	0.2695127825
862	0.2692870571
863	0.2691886335
864	0.2690639648
865	0.2689481027
866	0.2687870745
867	0.2686577672
868	0.2685698068
869	0.2683768834
870	0.2682682059
871	0.2681695731
872	0.2679837472
873	0.2678405587
874	0.2677483608
875	0.2675818569
876	0.2674694999
877	0.2673224051
878	0.2672259347
879	0.2670833043
880	0.2668999023
881	0.2667923758
882	0.2666247733
883	0.2665048305
884	0.2664207241
885	0.266292899
886	0.2661789551
887	0.2660885359
888	0.2659744524
889	0.2658889509
890	0.2656872384
891	0.2655695801
892	0.2654180211
893	0.2652926025
894	0.2652240862
895	0.2651010742
896	0.2648567243
897	0.2646901855
898	0.2644690813
899	0.2643497663
900	0.2641967425
901	0.2640452009
902	0.2637669503
903	0.2636421247
904	0.2635177874
905	0.2633721749
906	0.2632200056
907	0.2631080845
908	0.2629701974
909	0.2628575614
910	0.2626959577
911	0.2625152239
912	0.2623283343
913	0.2622339565
914	0.2620613839
915	0.2619156145
916	0.2617742397
917	0.2615213972
918	0.2614177944
919	0.2613183245
920	0.2611667132
921	0.2610105678
922	0.2608611363
923	0.2607759835
924	0.2606716657
925	0.2605100098
926	0.2602798723
927	0.2601228376
928	0.2600218331
929	0.2599301409
930	0.2598679897
931	0.2597584752
932	0.2596398751
933	0.2594802769
934	0.2593449881
935	0.2592350725
936	0.259083252
937	0.2589927455
938	0.2587783726
939	0.2586298131
940	0.2584937221
941	0.2583515625
942	0.258210798
943	0.2580442069
944	0.2578705008
945	0.2577595215
946	0.2576299874
947	0.2575381208
948	0.2573600725
949	0.257244472
950	0.2571682478
951	0.2570305001
952	0.2569172712
953	0.256748291
954	0.2565915527
955	0.256408238
956	0.2562917829
957	0.25617116
958	0.2560411377
959	0.2558856027
960	0.2557322824
961	0.2555829904
962	0.2554799107
963	0.2553222307
964	0.2551754325
965	0.2550806362
966	0.2549674247
967	0.2548551025
968	0.2546826172
969	0.2546162458
970	0.2544886649
971	0.2543768659
972	0.2543640485
973	0.2542267718
974	0.254106236
975	0.2539493583
976	0.2538858294
977	0.2537775705
978	0.2536597028
979	0.2535618025
980	0.2534263742
981	0.2533235386
982	0.2532289516
983	0.2531540876
984	0.2529721854
985	0.2529092146
986	0.2528088728
987	0.2527265799
988	0.2526575056
989	0.2524874442
990	0.2524024484
991	0.25221732
992	0.2520280239
993	0.2518867188
994	0.2517993513
995	0.2516972307
996	0.2514960763
997	0.2513531145
998	0.2512426932
999	0.2510958252
